sigma_e   rw        r         Tu        Tl        L         Kw        
1.99965   0.149257  244.748   98583.4   97.784    1549.88   11658.8   
2.03207   0.171443  34460.9   99974.1   75.3356   1286.82   10231.9   
2.19981   0.147348  0.962121  67846.4   114.047   1577.62   10535.7   
2.158     0.148008  45.021    81411.3   91.0116   1325.52   11367.3   
2.13202   0.143164  185.292   100158    78.8075   1492.9    12069.6   
2.12732   0.172736  0.383683  81310.2   104.197   1379.66   9710.1    
2.04512   0.143677  5065.5    93000.5   112.101   1619.89   11207.3   
2.03278   0.180142  2457.35   62867.7   89.0005   1287.76   12237.7   
2.01426   0.16996   39.9493   93947.3   80.2247   1175      10810.3   
1.78198   0.171154  36.2205   106165    92.6465   1324.21   12218.1   
1.94724   0.142877  2032.8    83539.7   62.7585   1539.16   9963.87   
1.96801   0.172288  3.44411   79413     113.593   1588.85   10839     
1.98138   0.152557  437.292   62319.8   100.068   1420.46   11850.8   
2.10569   0.166114  11.3577   82414     101.919   1441.5    10739     
2.07086   0.181109  517.588   108626    83.372    1342.85   11593.8   
1.99706   0.1468    14.3466   80394.5   89.231    1633.37   12057.8   
2.21348   0.142391  40.3716   67947.6   71.3721   1631.57   12944.1   
2.24919   0.182555  2066.9    106822    81.7383   1251.44   12650.3   
1.83233   0.151609  2682.67   112249    72.5657   1615.33   12452.8   
2.43652   0.176452  1314.17   74008.1   65.6793   1511.43   10453.2   
2.14346   0.133678  1.1626    112823    75.8192   1274.77   12111.5   
2.038     0.168019  80.2933   68215.2   108.261   1518.12   10295.7   
1.83973   0.145759  123.988   98478.1   73.9555   1656.76   9772.11   
2.24602   0.151226  5654.93   92816.7   88.9273   1409.95   12077.9   
1.9206    0.17155   50.0114   81899.6   64.9231   1593.58   11405.3   
1.96895   0.156223  1.40108   102173    107.107   1377.63   11301.2   
2.0401    0.143459  1326.73   76249.8   80.5052   1456.2    11059.8   
2.14222   0.170895  9640.14   102093    73.8895   1344.87   10000.9   
2.19807   0.158769  130.417   86799.4   104.237   1124.15   12232.5   
1.95936   0.135629  499.732   96480     112.637   1266.36   12965.6   
1.91688   0.154301  68.2518   63318.6   93.0114   1362.06   10723.8   
2.03109   0.165636  3419.01   115504    63.3044   1449.25   12477.6   
2.13124   0.162005  134.869   70031.7   66.4401   1190.07   12515.3   
1.88317   0.151238  100.082   96986     81.264    1317.72   10157.9   
1.93046   0.162003  7.99169   85861.9   73.3343   1174.92   11929.3   
1.95009   0.158668  0.552843  81217.3   77.4671   1605.91   12048.5   
1.99505   0.149837  1682.86   62713.9   88.1234   1675.47   9907.57   
1.8604    0.162107  11.4359   94221.8   64.9527   1459.61   9551.34   
1.79817   0.14671   15.9699   92462     103.827   1446.59   9840.47   
2.04275   0.159861  5537.84   92748.9   110.775   1266.14   10944.4   
2.09176   0.148306  6947.64   110689    94.0124   1423.11   10331     
2.01897   0.140543  35313.1   112274    83.2623   1123.36   12231.4   
1.90365   0.167883  16994.7   97292     74.4691   1383.01   11675.1   
1.85323   0.175315  1.03786   94921.5   67.6758   1122.99   11435.2   
1.95851   0.171968  34.957    78909     104.507   1305.22   10493.7   
1.94294   0.147559  1410.62   65722.8   89.2905   1534.4    12435     
1.9905    0.163224  0.502436  79634.3   105.471   1194.62   9951.22   
1.88871   0.153421  10.7156   63321.2   76.1251   1363.33   12452.6   
2.01069   0.154537  672.93    100173    76.9684   1385.32   11801.2   
1.98123   0.160213  2232.07   99146.5   74.7449   1549.44   10580.8   
2.06585   0.152614  9332.89   71304.3   102.135   1620.14   12116.7   
2.10917   0.145976  4.83602   64648.8   111.167   1306.72   10610     
1.84003   0.183055  7.13218   97174.2   66.2493   1317.47   11790     
1.84998   0.161293  146.126   95210.8   64.0812   1666.93   12425.5   
2.02202   0.134098  1.0174    110182    64.3993   1182.08   10828.6   
2.31303   0.16218   35.1485   81762.4   62.6587   1632.62   12875.1   
2.06353   0.159498  3.21323   66385.4   109.535   1463.62   12702.3   
2.1216    0.15821   0.47982   103451    98.9278   1404.88   11799.9   
2.26563   0.141368  53451.9   88765.6   98.2732   1436.54   11387.7   
2.11237   0.164929  11588     110167    100.531   1628.45   12158     
1.86346   0.163078  665.166   70943.3   94.836    1153.84   12373.4   
2.02876   0.177764  37030.9   68602.1   67.483    1284.38   9911.95   
2.2319    0.157799  154.82    108991    98.6732   1174.82   12570.3   
1.98207   0.139949  1.58264   110896    83.02     1631.57   9878.94   
2.00598   0.167339  33889.2   64391.3   75.9024   1120.87   12017.3   
1.9256    0.146165  213.143   83570.3   101.015   1415.55   12391.3   
1.90476   0.155814  2185.56   83359.9   108.432   1612.18   10025.4   
2.01598   0.161919  358.66    86801     95.1923   1581.07   11184.6   
2.18875   0.149177  28.8196   92795     78.2001   1378.26   12352.1   
2.16754   0.162686  0.817593  69877.6   85.0072   1570.16   12775.1   
2.10602   0.149666  3233.3    79056.7   93.784    1408.67   12481.5   
2.08194   0.17741   38.5101   68675.2   77.0676   1186.99   9661.05   
1.81339   0.157649  2027.73   75793.6   62.9183   1369.15   11944.6   
1.78108   0.151157  1389.19   105887    86.9293   1127.43   12820.9   
2.02846   0.169931  280.083   105791    93.1871   1281.31   10394.4   
1.8532    0.149567  40536.1   69702.3   76.6598   1298.57   11768.3   
1.82984   0.162501  27.9991   67540.8   89.3386   1400.39   11711.3   
1.99068   0.142508  1.3192    67235.9   101.57    1287.3    10911.1   
1.99175   0.146192  16.4612   79128.8   63.4793   1449.79   11442.7   
2.30585   0.152728  725.302   83031.7   65.7357   1642.69   9563.94   
2.07635   0.169527  2.68881   86639.5   102.433   1266.72   9834.39   
1.84928   0.164901  0.49578   79457.1   79.192    1513.23   11031     
1.93383   0.144434  696.495   93529.7   74.7101   1276.31   11961.8   
1.92327   0.180482  177.042   113321    65.7997   1296.98   11364.9   
1.95271   0.154722  155.572   95714.5   109.01    1150.87   9850.35   
2.03168   0.142595  9460.05   79136.7   64.8819   1414.25   12498.4   
2.06563   0.163741  5363.71   76332.3   74.4983   1212.53   10316.9   
2.25415   0.173259  1052.1    64770.4   70.5016   1489.1    11049.4   
1.9647    0.145348  418.927   79501.6   69.6386   1196.79   9896.27   
2.00884   0.156298  0.575306  71111     90.2889   1494.42   9789      
1.87844   0.147156  16231.2   94176.4   86.751    1151.41   11173.9   
1.96416   0.146964  28045.3   99562.1   96.0294   1379.23   11686.9   
2.06096   0.149792  4.23423   66422.3   66.2834   1566.85   9956.65   
1.9092    0.147206  1.93393   80995.9   108.163   1215.71   10026.4   
1.95253   0.155502  10.2062   74402.9   114.351   1659.26   12735.5   
2.12041   0.134717  32915.9   110366    98.5928   1502.14   11257.9   
1.88808   0.153724  2304.23   114114    71.8989   1659.56   11583.1   
1.99614   0.151424  9199.49   71795.2   97.3521   1330.61   11421.6   
1.84466   0.157139  1.11897   94653.8   69.1101   1387.9    12614     
2.03108   0.17679   5.52763   63369.2   113.896   1362.4    10487.3   
2.01848   0.1469    47891.9   100366    73.7088   1438.95   10232.9   
1.9601    0.150663  298.603   70583.6   96.7386   1492.4    12362.7   
1.8527    0.154545  2703.53   80463.3   85.5099   1124.81   10437.9   
2.13434   0.162269  4268.35   79297.6   113.82    1327.83   11160.5   
1.97629   0.173825  18480.5   115468    77.1956   1603.35   12757.3   
1.95465   0.176469  6679.81   90012.8   72.6859   1594.81   12231.2   
2.04096   0.155663  6.32994   113147    66.8079   1253.4    12327.1   
2.02289   0.177663  5.5894    68727.8   79.6558   1140.26   10687.3   
2.02106   0.149802  1.2077    110809    112.517   1167.16   12866.8   
1.89145   0.164334  27082.1   78303.8   69.4161   1275.87   11620.8   
1.89012   0.146217  224.861   85330.1   90.956    1297.3    12637.7   
1.90624   0.14998   27856.1   76513.8   96.4458   1674.58   11198.7   
2.06515   0.147683  1.17288   96537.4   107.931   1327.71   12880.8   
2.02137   0.144088  5.32322   72578.1   85.3259   1294.93   10893.3   
1.98013   0.161921  2553.93   83030.9   108.826   1632.67   12440.1   
2.03781   0.141886  0.951817  101125    76.2439   1621.62   11319.7   
2.06963   0.135681  548.729   75685     73.47     1274.92   10098.1   
2.056     0.170794  664.647   87552.8   114.998   1544.6    12333.4   
2.04838   0.151179  51922.1   100095    112.856   1635.88   12558     
2.1856    0.138667  662.538   107354    83.9774   1327.61   10781.4   
2.20766   0.154078  9.18901   66728.3   74.3691   1414.23   9566.81   
1.87025   0.16075   129.774   89545.9   101.264   1455.59   9874.14   
2.11059   0.140841  3064.23   68058.9   112.663   1266.22   10131.3   
1.96161   0.167513  2695.25   93125.5   88.4952   1467.92   10930.5   
2.01614   0.167136  160.94    96596.1   64.8364   1301.98   9965.3    
2.0869    0.135062  8.61669   78797.6   68.3762   1281.57   12467.4   
2.28063   0.139947  0.477564  108659    100.388   1634.48   11677.7   
1.95186   0.159761  3925.88   65446.3   112.224   1192.1    12941.2   
2.19057   0.159984  1.15628   102127    76.0319   1577.73   12031.3   
2.15358   0.159372  306.956   109160    110.291   1247.18   11838.8   
1.89977   0.166934  18.4266   110685    82.702    1461.91   12569.3   
2.30655   0.154242  3554.31   85033.1   73.6452   1305.3    11787.1   
2.07231   0.150412  1739.64   85128.5   73.9442   1189.56   11798     
1.99857   0.148036  285.116   114252    82.0345   1157.96   11400.9   
2.10343   0.133823  22458.3   87629.3   68.1521   1448.12   12900.7   
1.91016   0.143397  455.162   92214.8   90.9398   1136.08   11810.1   
2.14817   0.138724  720.137   96221.9   91.6165   1377.38   10392.5   
1.95412   0.166594  19.8309   85700.7   105.307   1586.93   10275.4   
2.36018   0.170867  1222.12   97340.2   108.344   1436.06   11139.1   
2.09984   0.169342  11553.1   114774    105.13    1331.33   10719.3   
2.41432   0.171997  6.703     77848.3   72.3671   1616.79   10385.6   
1.93821   0.178493  7.04467   84748.7   100.723   1490.7    10076.8   
1.93045   0.17647   42353.3   66400.9   70.5775   1379.92   11840.8   
2.44505   0.142192  3950.17   104371    74.2592   1337.62   12922.8   
2.00528   0.149922  26676.4   111301    115.06    1648.84   10715.9   
2.09514   0.136725  35011.6   93602.9   83.7897   1174.48   9869.94   
2.07973   0.147156  12.1202   67655.1   84.584    1382.21   11902.3   
2.14621   0.161196  0.798801  113095    111.23    1672.24   9734.82   
2.23117   0.154082  28.0637   83543.9   66.5829   1337.93   11225.3   
2.09045   0.141487  1.61536   80617.1   107.266   1211.71   11366     
2.10432   0.142432  25073.8   68038.8   71.664    1264.76   9667.95   
2.19819   0.147685  356.67    74425.9   108.203   1648.09   12397.7   
2.18337   0.177416  15.4599   101136    81.4209   1357.37   11942     
2.22883   0.166484  0.851594  91964.5   77.7013   1306.31   12776.2   
2.11689   0.166031  3676.92   107014    99.7708   1189.11   10635.9   
2.17977   0.164313  1.0591    89828.7   84.4685   1679.44   11742     
2.03697   0.142155  156.147   84531.3   96.7377   1423.93   10678     
1.93553   0.144549  11833.5   79621.1   78.1186   1674.02   10847.7   
2.06962   0.183177  14618.4   82928.7   106.553   1624.11   12154.8   
2.11301   0.146692  51509.6   89626.9   65.618    1508.09   10916.2   
1.96097   0.182482  2230.12   109904    81.0034   1387.02   10112.3   
2.04698   0.161274  992.097   74482.5   82.094    1295.62   11747.6   
1.98861   0.148973  0.581567  93260.9   76.9192   1527.06   11732.5   
2.05288   0.160983  1.05535   75687.4   76.5614   1533.57   9573.22   
1.97131   0.140926  3.59045   64868     114.695   1573.61   10669.2   
2.04829   0.134005  30.7224   66573.9   78.2947   1625.03   12756.2   
1.99586   0.159947  1.29542   81525.7   102.487   1620.07   11947.9   
1.94269   0.153883  155.884   69476.4   93.7505   1223.97   9553.5    
2.00461   0.145058  23739     78004.9   70.2397   1249.78   12561.1   
1.97819   0.160312  5070.47   66564     94.6199   1153.48   12945.3   
1.95883   0.164024  130.103   77695.8   67.3654   1307.38   9794.04   
1.97559   0.136307  41.0843   77171.9   67.0313   1245.94   12857.6   
2.01736   0.15381   202.519   110641    62.6703   1630.87   10125.1   
1.9962    0.170917  3.85295   80408     102.388   1540.77   10600.5   
1.83444   0.149314  17666.5   75498.6   75.0096   1519.19   10025     
2.0387    0.138739  15.5289   96252.8   87.5683   1623.76   12186     
2.00586   0.154671  45.0404   93010.2   89.7893   1245.62   12372.2   
2.14697   0.140419  2604.68   114337    70.3276   1539.56   11701.9   
1.93501   0.140824  6913.09   102235    63.8869   1630.95   12914.2   
1.90045   0.161064  5.88106   80919.2   67.5864   1646.53   9589.38   
1.90845   0.176757  7.86645   91119.4   85.21     1621.48   11255.3   
2.08782   0.153261  1593.89   96366.3   80.6241   1580.05   12596     
2.02568   0.152174  6.73504   63165     89.3109   1672.05   10534.7   
2.18435   0.156317  7371.58   80144.7   114.507   1194.32   9844.45   
1.78874   0.158096  105.235   98270.6   92.4768   1577.5    11221.3   
2.19609   0.151925  17.0169   113981    79.0966   1186.33   10110.7   
2.10645   0.154891  1519.98   80509.4   97.4587   1419.48   10856.8   
2.00521   0.146464  3814.45   86192.6   113.404   1642.11   11801     
2.22098   0.153934  1.69848   79742.4   74.9586   1225.92   12314.4   
1.88588   0.16346   2.02786   77413.4   103.979   1612.79   9746.55   
2.15937   0.162198  498.142   91369.7   93.3391   1457.97   12787.5   
2.06204   0.141458  283.102   111715    110.108   1601.11   10477.3   
2.13774   0.172915  3.5576    79343.1   86.3681   1185.62   12656.3   
1.96461   0.165501  54165.9   67289.4   111.818   1535.49   10041.2   
2.13422   0.145941  14684.1   64956.8   66.7257   1122.35   11555.9   
1.87108   0.151057  33.0901   101522    83.1067   1629.14   10717.5   
2.26048   0.168292  10904.8   79140.4   112.671   1168      12185.5   
1.97371   0.140881  1.49415   72126.8   75.4085   1435.38   11943.1   
2.4088    0.160599  41498.6   71666.2   112.978   1668.87   10029.4   
2.05864   0.163288  121.226   70177.8   107.344   1547.1    11335.1   
1.95432   0.137861  2.15947   84453.8   115.119   1580.73   10030.2   
1.8692    0.155292  311.702   89509.6   68.8102   1387.4    9649.53   
1.92886   0.138381  1088.67   104528    73.9191   1458.86   11674.6   
1.94629   0.161311  3.4448    86148.4   70.1981   1201.38   10624.2   
2.02955   0.163528  42629     64165.6   66.3535   1126.55   10909.4   
1.95675   0.163349  19561.2   82197.6   62.4731   1521.26   12977.2   
2.20539   0.1567    288.893   115397    74.4568   1391.96   12804.7   
2.04194   0.1446    7023.64   98449     111.828   1176.5    12545.3   
2.23244   0.158899  0.528901  79018.2   93.5686   1540.14   11618.4   
2.14497   0.175197  29.8262   68476.9   84.4805   1283.18   9818.93   
1.93753   0.138665  611.857   93637.6   74.3373   1546.56   11395.8   
2.13889   0.15877   16741.1   109107    91.4049   1567.4    11959     
2.0153    0.177327  14.8847   83593.1   81.7119   1560.57   9823.49   
2.33295   0.181549  3315.96   67014.7   92.8971   1430.64   9758.61   
2.15214   0.153851  0.587863  103050    99.9857   1363.32   11695.6   
1.95089   0.154538  381.212   86481.5   108.987   1409.06   12280.6   
1.86374   0.154755  1066.3    97023.4   92.6275   1493.33   10585.2   
1.96295   0.143566  15378.6   89622.8   76.2189   1642.53   11432.5   
2.25567   0.163456  63.3589   86245.3   71.8917   1454.45   12463.3   
2.01878   0.157166  578.313   91277.2   75.0797   1496.72   10856.2   
1.974     0.172369  3547.55   85281.6   63.9558   1491.97   9544.37   
2.0708    0.167989  479.256   78587.3   68.0182   1336.07   11704.8   
2.16756   0.16668   55.564    76196     74.1011   1359.14   10733.1   
1.95562   0.161529  66.898    114471    78.7407   1125.65   10112     
2.00093   0.15661   3473.29   74673.4   69.8891   1374.39   10840.7   
2.04317   0.144528  18690.8   64493.4   63.9556   1405.92   9798.48   
2.00225   0.147675  8859.47   67763.2   77.2958   1672.72   10972.8   
2.09869   0.130086  19754.1   85200.9   88.9147   1364.52   10351.6   
2.02758   0.146665  1873.1    90501.7   67.4329   1182.54   12568.7   
